channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text
@helloomarketethiopia,4562,2025-05-23T13:34:44+00:00,"ሁለት ሲገዙ 5% ቅናሽ 
ሙሉ በሙሉ የመኝታ ቤትዎን ውበት የሚጨምር አነሶላ ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=175610010 ይጠቀሙ! 
መጠን: 2.40 * 1.75
ብዛት: ሁለት አንሶላ እና ሁለት የተራስ ልብስ
#Madeinethiopia #Bedding #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,2282,data/raw/media\@helloomarketethiopia_4562.jpg,,ሁለት ሲገዙ 5% ቅናሽ ሙሉ በሙሉ የመኝታ ቤትዎን ውበት የሚጨምር አነሶላ ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=175610010 ይጠቀሙ መጠን: 2.40 * 1.75 ብዛት: ሁለት አንሶላ እና ሁለት የተራስ ልብስ #Madeinethiopia #Bedding #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4561,2025-05-16T13:18:16+00:00,"የልጆች ወብ ባማረ ዲዛይን የተሰራ ቀሚስ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=176010001 ይጠቀሙ! 
መጠን: S: L እና M
#Madeinethiopia #Kids #KidsFashion #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3277,data/raw/media\@helloomarketethiopia_4561.jpg,,የልጆች ወብ ባማረ ዲዛይን የተሰራ ቀሚስ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=176010001 ይጠቀሙ መጠን: S: L እና M #Madeinethiopia #Kids #KidsFashion #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4560,2025-05-12T13:45:37+00:00,"አስደናቄ አትዮጵያዊ ምስልሎች ያላቸው የአረቄ መለኪያ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=160010001 ይጠቀሙ! 
#Madeinethiopia #HomeDecor  #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3587,data/raw/media\@helloomarketethiopia_4560.jpg,,አስደናቄ አትዮጵያዊ ምስልሎች ያላቸው የአረቄ መለኪያ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=160010001 ይጠቀሙ #Madeinethiopia #HomeDecor #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4559,2025-05-10T09:47:16+00:00,"ብዙ ተወዳጀነትን የተረፈ የቃልኪዳን ጉዞ ለሁሉም እድሜ የሚሆን የአማረኛ ስዕላዊ እና መሳጭ ታሪክ በቀለም እትመት ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=121910003 ይጠቀሙ! 
#Madeinethiopia #Books #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3422,data/raw/media\@helloomarketethiopia_4559.jpg,,ብዙ ተወዳጀነትን የተረፈ የቃልኪዳን ጉዞ ለሁሉም እድሜ የሚሆን የአማረኛ ስዕላዊ እና መሳጭ ታሪክ በቀለም እትመት ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=121910003 ይጠቀሙ #Madeinethiopia #Books #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4558,2025-05-09T09:35:20+00:00,"ለቤትዎ ደምቀት የሚጨምሩ ሻማዎች በተለያየ መጠን እና ቀለም ለማዘዝ 0974312223 ይደውሉ ወይም
https://t.me/helloo_market_bot?start=020010001
https://t.me/helloo_market_bot?start=020010002 
https://t.me/helloo_market_bot?start=020010003  ይጠቀሙ! 
#Madeinethiopia #HomeDecor #Candles #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3018,data/raw/media\@helloomarketethiopia_4558.jpg,,ለቤትዎ ደምቀት የሚጨምሩ ሻማዎች በተለያየ መጠን እና ቀለም ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=020010001 https://t.me/helloo_market_bot?start=020010002 https://t.me/helloo_market_bot?start=020010003 ይጠቀሙ #Madeinethiopia #HomeDecor #Candles #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4557,2025-05-08T08:26:55+00:00,"ለቤቶ አልያም ለመስሪያ ቤቶ ደረቅ የቆሻሻ ማጠራቀሚያ  ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=155010002 ይጠቀሙ! 
ቁጥር፦ 150* 66 ሲሜ
ብዛት:-10ፍሬ
#Madeinethiopia #CleaningSplices #GroceryAndGourmet #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,2903,data/raw/media\@helloomarketethiopia_4557.jpg,,ለቤቶ አልያም ለመስሪያ ቤቶ ደረቅ የቆሻሻ ማጠራቀሚያ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=155010002 ይጠቀሙ ቁጥር 150* 66 ሲሜ ብዛት:-10ፍሬ #Madeinethiopia #CleaningSplices #GroceryAndGourmet #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4556,2025-05-06T14:09:52+00:00,"በተዋበ ዲዛይን ለአያያዝ ምቹ ከቆዳ የተሰራ የሴቶች ቦርሳ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=011210001 ይጠቀሙ! 
#Madeinethiopia #WomensFashion  #BagsAndWallet #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,2864,data/raw/media\@helloomarketethiopia_4556.jpg,,በተዋበ ዲዛይን ለአያያዝ ምቹ ከቆዳ የተሰራ የሴቶች ቦርሳ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=011210001 ይጠቀሙ #Madeinethiopia #WomensFashion #BagsAndWallet #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4555,2025-04-29T14:27:59+00:00,"በተለያየ ቀለም ለሴት ልጆ የለሊት ልብስ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=004010130 ይጠቀሙ! 
እድሜ: 2- 9 
ቀለም፡ ቡኒ እና  ሮዝ 
#Madeinethiopia #KidsFashion #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3903,data/raw/media\@helloomarketethiopia_4555.jpg,,በተለያየ ቀለም ለሴት ልጆ የለሊት ልብስ ለማዘዝ 0974312223 ይደውሉ ወይም https://t.me/helloo_market_bot?start=004010130 ይጠቀሙ እድሜ: 2- 9 ቀለም፡ ቡኒ እና ሮዝ #Madeinethiopia #KidsFashion #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4554,2025-04-29T07:02:37+00:00,"ለቤቶ አልያም ለመስሪያ ቦታዎ ደረቅ ቆሻሻ ማጠራቀሚያ  ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=155010001 ይጠቀሙ! 
ቁጥር፦ 32* 50 ሲሜ
#Madeinethiopia #CleaningSplices #GroceryAndGourmet #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3450,data/raw/media\@helloomarketethiopia_4554.jpg,,ለቤቶ አልያም ለመስሪያ ቦታዎ ደረቅ ቆሻሻ ማጠራቀሚያ ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=155010001 ይጠቀሙ ቁጥር 32* 50 ሲሜ #Madeinethiopia #CleaningSplices #GroceryAndGourmet #Ethiopian #Marketplace #BuyEthiopia
@helloomarketethiopia,4553,2025-04-25T11:05:23+00:00,"ዘናጭ የወንዶች ሙሉ የለሊት ልብስ በተለያዩ ቀለማት ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=124110003 ይጠቀሙ! 
Free Size 
#Madeinethiopia #MensFashion #MensCloth #Ethiopian #Marketplace #BuyEthiopia",-1001403573865,3644,data/raw/media\@helloomarketethiopia_4553.jpg,,ዘናጭ የወንዶች ሙሉ የለሊት ልብስ በተለያዩ ቀለማት ለማዘዝ 8420 ይደውሉ ወይም https://t.me/helloo_market_bot?start=124110003 ይጠቀሙ Free Size #Madeinethiopia #MensFashion #MensCloth #Ethiopian #Marketplace #BuyEthiopia
